FECHA_CORTE,FECHA_MUESTRA,CUENTA,ESTACION,UNIDAD_MEDIDA,TIPO_ESTACION,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,CAUDAL07H,PROMEDIO24H,MAXIMA24H,PRECIP24H
20230706,20230706,PRESA EJIDOS,CANAL PRINCIPAL,m3/s,HIDROMETRICA,Piura,Piura ,Castilla,200104,11.41,11.42,0,0
20230706,20230706,PRESA EJIDOS,PTE. SANCHEZ CERRO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,56,62,67,0
20230706,20230706,PRESA EJIDOS,COTE EMBALSE,msnm,PRESA,Piura,Piura ,Castilla,200104,30.6,0,30.6,0
20230706,20230706,RIO PIURA,EL PAPAYO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,0,0,0,0
20230706,20230706,RIO PIURA,TAMBOGRANDE,m3/s,HIDROLOGICA,Piura,Piura ,Tambo Grande,200114,45,45,45,0
20230706,20230706,RIO PIURA,PTE. NACARA,m3/s,HIDROMETRICA,Piura,MorropOn ,Chulucanas,200401,47.6,47.6,47.6,0
20230706,20230706,PRESA SULLANA,CANAL NORTE,m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,6.84,6.8,0,0
20230706,20230706,PRESA SULLANA,RIO CHIRA(SULLANA),m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,25,29.58,30,0
20230706,20230706,PRESA SULLANA,COTA EMBALSE,msnm,PRESA,Piura,Sullana ,Sullana,200601,36.56,0,36.62,0
20230706,20230706,PUNTOS DE CONTROL CD,CURUMUY,m3/s,HIDROMETRICA,Piura,Piura ,Piura,200101,0,37.62,0,0
20230706,20230706,PUNTOS DE CONTROL CD,CHECK(KM 29+900),m3/s,HIDROMETRICA,Piura,Sullana ,Sullana,200601,52,51.31,52.7,0
20230706,20230706,SALIDA DE RESERVERIO,TOTAL SALIDA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,86.11,0,0
20230706,20230706,SALIDA DE RESERVERIO,EVAPORACION,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,3.39,0,0
20230706,20230706,SALIDA DE RESERVERIO,C. HUAYPIRA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,0.19,0.05,0.19,0
20230706,20230706,SALIDA DE RESERVERIO,C. DERIVACION,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,58,58,58,0
20230706,20230706,SALIDA DE RESERVERIO,C. MIGUEL CHECA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,10.2,2.57,10.2,0
20230706,20230706,SALIDA DE RESERVERIO,TOTAL RIO CHIRA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,9.8,22.1,35.97,0
20230706,20230706,SALIDA DE RESERVERIO,RIO CHIRA - TUNEL,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,9.8,22.1,35.97,0
20230706,20230706,SALIDA DE RESERVERIO,RIO CHIRA - ALIVIADERO,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0,0,0,0
20230706,20230706,RESERVORIO POECHOS,INCREMENTO VOL,mmc,PRESA,Piura,Sullana ,Lancones,200604,0,0,0,0
20230706,20230706,RESERVORIO POECHOS,VOLUMEN,mmc,PRESA,Piura,Sullana ,Lancones,200604,445.5,0,445.5,0
20230706,20230706,RESERVORIO POECHOS,COTA REPRESA,msnm,PRESA,Piura,Sullana ,Lancones,200604,104.5,0,104.5,0
20230706,20230706,RESERVORIO POECHOS,ENTRADA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,86.11,0,0
20230706,20230706,RIO QUIROZ,PARAJE GRANDE,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,16,13.95,16,0
20230706,20230706,RIO CHIRA,ARDILLA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0,86.11,0,0
20230706,20230706,RIO CHIRA,EL CIRUELO,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,28,28.75,30,0
20230706,20230706,RIO MACARA,PUENTE INTERNACIONAL,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,4.3,3.75,4.3,0
20230706,20230705,PRESA EJIDOS,CANAL PRINCIPAL,m3/s,HIDROMETRICA,Piura,Piura ,Castilla,200104,11.43,10.2,0,0
20230706,20230705,PRESA EJIDOS,PTE. SANCHEZ CERRO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,67,62.42,67,0
20230706,20230705,PRESA EJIDOS,COTE EMBALSE,msnm,PRESA,Piura,Piura ,Castilla,200104,30.6,0,30.6,0
20230706,20230705,RIO PIURA,EL PAPAYO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,0,0,0,0
20230706,20230705,RIO PIURA,TAMBOGRANDE,m3/s,HIDROLOGICA,Piura,Piura ,Tambo Grande,200114,45,45.83,46,0
20230706,20230705,RIO PIURA,PTE. NACARA,m3/s,HIDROMETRICA,Piura,MorropOn ,Chulucanas,200401,49.1,49.1,49.1,0
20230706,20230705,PRESA SULLANA,CANAL NORTE,m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,6.84,6.81,0,0
20230706,20230705,PRESA SULLANA,RIO CHIRA(SULLANA),m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,30,30,30,0
20230706,20230705,PRESA SULLANA,COTA EMBALSE,msnm,PRESA,Piura,Sullana ,Sullana,200601,36.62,0,36.62,0
20230706,20230705,PUNTOS DE CONTROL CD,CURUMUY,m3/s,HIDROMETRICA,Piura,Piura ,Piura,200101,0,36.17,0,0
20230706,20230705,PUNTOS DE CONTROL CD,CHECK(KM 29+900),m3/s,HIDROMETRICA,Piura,Sullana ,Sullana,200601,51.4,51.4,51.4,0
20230706,20230705,SALIDA DE RESERVERIO,TOTAL SALIDA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,86.05,0,0
20230706,20230705,SALIDA DE RESERVERIO,EVAPORACION,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,3.39,0,0
20230706,20230705,SALIDA DE RESERVERIO,C. HUAYPIRA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,0,0,0,0
20230706,20230705,SALIDA DE RESERVERIO,C. DERIVACION,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,58,58,58,0
20230706,20230705,SALIDA DE RESERVERIO,C. MIGUEL CHECA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,0.03,0.44,5,0
20230706,20230705,SALIDA DE RESERVERIO,TOTAL RIO CHIRA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,19.97,24.22,35.97,0
20230706,20230705,SALIDA DE RESERVERIO,RIO CHIRA - TUNEL,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,19.97,24.22,35.97,0
20230706,20230705,SALIDA DE RESERVERIO,RIO CHIRA - ALIVIADERO,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0,0,0,0
20230706,20230705,RESERVORIO POECHOS,INCREMENTO VOL,mmc,PRESA,Piura,Sullana ,Lancones,200604,0,0,0,0
20230706,20230705,RESERVORIO POECHOS,VOLUMEN,mmc,PRESA,Piura,Sullana ,Lancones,200604,445.5,0,445.5,0
20230706,20230705,RESERVORIO POECHOS,COTA REPRESA,msnm,PRESA,Piura,Sullana ,Lancones,200604,104.5,0,104.5,0
20230706,20230705,RESERVORIO POECHOS,ENTRADA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,86.05,0,0
20230706,20230705,RIO QUIROZ,PARAJE GRANDE,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,12.2,12.13,12.8,0
20230706,20230705,RIO CHIRA,ARDILLA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0,86.05,0,0
20230706,20230705,RIO CHIRA,EL CIRUELO,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,30,31.17,32,0
20230706,20230705,RIO MACARA,PUENTE INTERNACIONAL,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,3.7,3.78,3.9,0
20230706,20230704,PRESA EJIDOS,CANAL PRINCIPAL,m3/s,HIDROMETRICA,Piura,Piura ,Castilla,200104,9.8,9.77,0,0
20230706,20230704,PRESA EJIDOS,PTE. SANCHEZ CERRO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,62,62.54,71,0
20230706,20230704,PRESA EJIDOS,COTE EMBALSE,msnm,PRESA,Piura,Piura ,Castilla,200104,30.6,0,30.6,0
20230706,20230704,RIO PIURA,EL PAPAYO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,0,0,0,0
20230706,20230704,RIO PIURA,TAMBOGRANDE,m3/s,HIDROLOGICA,Piura,Piura ,Tambo Grande,200114,46,46.92,47,0
20230706,20230704,RIO PIURA,PTE. NACARA,m3/s,HIDROMETRICA,Piura,MorropOn ,Chulucanas,200401,50.6,50.73,52.2,0
20230706,20230704,PRESA SULLANA,CANAL NORTE,m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,6.84,6.81,0,0
20230706,20230704,PRESA SULLANA,RIO CHIRA(SULLANA),m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,30,29.38,30,0
20230706,20230704,PRESA SULLANA,COTA EMBALSE,msnm,PRESA,Piura,Sullana ,Sullana,200601,36.59,0,36.59,0
20230706,20230704,PUNTOS DE CONTROL CD,CURUMUY,m3/s,HIDROMETRICA,Piura,Piura ,Piura,200101,0,37.82,0,0
20230706,20230704,PUNTOS DE CONTROL CD,CHECK(KM 29+900),m3/s,HIDROMETRICA,Piura,Sullana ,Sullana,200601,51.4,51.67,52.7,0
20230706,20230704,SALIDA DE RESERVERIO,TOTAL SALIDA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,87.01,0,0
20230706,20230704,SALIDA DE RESERVERIO,EVAPORACION,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,3.39,0,0
20230706,20230704,SALIDA DE RESERVERIO,C. HUAYPIRA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,0,0,0,0
20230706,20230704,SALIDA DE RESERVERIO,C. DERIVACION,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,58,58,58,0
20230706,20230704,SALIDA DE RESERVERIO,C. MIGUEL CHECA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,0.03,0.44,5,0
20230706,20230704,SALIDA DE RESERVERIO,TOTAL RIO CHIRA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,19.97,25.18,35.97,0
20230706,20230704,SALIDA DE RESERVERIO,RIO CHIRA - TUNEL,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,19.97,25.18,35.97,0
20230706,20230704,SALIDA DE RESERVERIO,RIO CHIRA - ALIVIADERO,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0,0,0,0
20230706,20230704,RESERVORIO POECHOS,INCREMENTO VOL,mmc,PRESA,Piura,Sullana ,Lancones,200604,0,0,0,0
20230706,20230704,RESERVORIO POECHOS,VOLUMEN,mmc,PRESA,Piura,Sullana ,Lancones,200604,445.5,0,445.5,0
20230706,20230704,RESERVORIO POECHOS,COTA REPRESA,msnm,PRESA,Piura,Sullana ,Lancones,200604,104.5,0,104.5,0
20230706,20230704,RESERVORIO POECHOS,ENTRADA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,87.01,0,0
20230706,20230704,RIO QUIROZ,PARAJE GRANDE,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,12.8,13.35,14,0
20230706,20230704,RIO CHIRA,ARDILLA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0,87.01,0,0
20230706,20230704,RIO CHIRA,EL CIRUELO,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,33,35.92,39,1
20230706,20230704,RIO MACARA,PUENTE INTERNACIONAL,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,3.9,3.91,4,0
20230706,20230703,PRESA EJIDOS,CANAL PRINCIPAL,m3/s,HIDROMETRICA,Piura,Piura ,Castilla,200104,9.51,9.04,0,0
20230706,20230703,PRESA EJIDOS,PTE. SANCHEZ CERRO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,66,55.29,66,0
20230706,20230703,PRESA EJIDOS,COTE EMBALSE,msnm,PRESA,Piura,Piura ,Castilla,200104,30.6,0,30.6,0
20230706,20230703,RIO PIURA,EL PAPAYO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,0,0,0,0
20230706,20230703,RIO PIURA,TAMBOGRANDE,m3/s,HIDROLOGICA,Piura,Piura ,Tambo Grande,200114,47,47,47,0
20230706,20230703,RIO PIURA,PTE. NACARA,m3/s,HIDROMETRICA,Piura,MorropOn ,Chulucanas,200401,52.2,52.33,53.7,0
20230706,20230703,PRESA SULLANA,CANAL NORTE,m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,6.84,6.85,0,0
20230706,20230703,PRESA SULLANA,RIO CHIRA(SULLANA),m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,25,25.83,30,0
20230706,20230703,PRESA SULLANA,COTA EMBALSE,msnm,PRESA,Piura,Sullana ,Sullana,200601,36.59,0,36.59,0
20230706,20230703,PUNTOS DE CONTROL CD,CURUMUY,m3/s,HIDROMETRICA,Piura,Piura ,Piura,200101,0,35.77,0,0
20230706,20230703,PUNTOS DE CONTROL CD,CHECK(KM 29+900),m3/s,HIDROMETRICA,Piura,Sullana ,Sullana,200601,52,51,52.7,0
20230706,20230703,SALIDA DE RESERVERIO,TOTAL SALIDA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,80.77,0,0
20230706,20230703,SALIDA DE RESERVERIO,EVAPORACION,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,3.39,0,0
20230706,20230703,SALIDA DE RESERVERIO,C. HUAYPIRA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,0,0,0,0
20230706,20230703,SALIDA DE RESERVERIO,C. DERIVACION,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,58,58,58,0
20230706,20230703,SALIDA DE RESERVERIO,C. MIGUEL CHECA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,0.03,0.03,0.03,0
20230706,20230703,SALIDA DE RESERVERIO,TOTAL RIO CHIRA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,14.97,19.35,35.97,0
20230706,20230703,SALIDA DE RESERVERIO,RIO CHIRA - TUNEL,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,14.97,19.35,35.97,0
20230706,20230703,SALIDA DE RESERVERIO,RIO CHIRA - ALIVIADERO,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0,0,0,0
20230706,20230703,RESERVORIO POECHOS,INCREMENTO VOL,mmc,PRESA,Piura,Sullana ,Lancones,200604,0,0,0,0
20230706,20230703,RESERVORIO POECHOS,VOLUMEN,mmc,PRESA,Piura,Sullana ,Lancones,200604,445.5,0,445.5,0
20230706,20230703,RESERVORIO POECHOS,COTA REPRESA,msnm,PRESA,Piura,Sullana ,Lancones,200604,104.5,0,104.5,0
20230706,20230703,RESERVORIO POECHOS,ENTRADA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,80.77,0,0
20230706,20230703,RIO QUIROZ,PARAJE GRANDE,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,14,14.42,15,0
20230706,20230703,RIO CHIRA,ARDILLA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0,80.77,0,0
20230706,20230703,RIO CHIRA,EL CIRUELO,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,40,47.58,56,0
20230706,20230703,RIO MACARA,PUENTE INTERNACIONAL,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,4,4.09,4.2,0
20230706,20230702,PRESA EJIDOS,CANAL PRINCIPAL,m3/s,HIDROMETRICA,Piura,Piura ,Castilla,200104,8.89,8.89,0,0
20230706,20230702,PRESA EJIDOS,PTE. SANCHEZ CERRO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,57,52.21,57,0
20230706,20230702,PRESA EJIDOS,COTE EMBALSE,msnm,PRESA,Piura,Piura ,Castilla,200104,30.6,0,30.6,0
20230706,20230702,RIO PIURA,EL PAPAYO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,0,0,0,0
20230706,20230702,RIO PIURA,TAMBOGRANDE,m3/s,HIDROLOGICA,Piura,Piura ,Tambo Grande,200114,47,47.75,48,0
20230706,20230702,RIO PIURA,PTE. NACARA,m3/s,HIDROMETRICA,Piura,MorropOn ,Chulucanas,200401,53.7,53.83,55.3,0
20230706,20230702,PRESA SULLANA,CANAL NORTE,m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,6.84,6.85,0,0
20230706,20230702,PRESA SULLANA,RIO CHIRA(SULLANA),m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,25,24.17,30,0
20230706,20230702,PRESA SULLANA,COTA EMBALSE,msnm,PRESA,Piura,Sullana ,Sullana,200601,36.56,0,36.66,0
20230706,20230702,PUNTOS DE CONTROL CD,CURUMUY,m3/s,HIDROMETRICA,Piura,Piura ,Piura,200101,0,31.49,0,0
20230706,20230702,PUNTOS DE CONTROL CD,CHECK(KM 29+900),m3/s,HIDROMETRICA,Piura,Sullana ,Sullana,200601,48.2,48.2,48.2,0
20230706,20230702,SALIDA DE RESERVERIO,TOTAL SALIDA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,74.25,0,0
20230706,20230702,SALIDA DE RESERVERIO,EVAPORACION,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,3.39,0,0
20230706,20230702,SALIDA DE RESERVERIO,C. HUAYPIRA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,0,0,0,0
20230706,20230702,SALIDA DE RESERVERIO,C. DERIVACION,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,58,58,58,0
20230706,20230702,SALIDA DE RESERVERIO,C. MIGUEL CHECA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,0.03,1.62,7.65,0
20230706,20230702,SALIDA DE RESERVERIO,TOTAL RIO CHIRA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,9.97,11.24,35.97,0
20230706,20230702,SALIDA DE RESERVERIO,RIO CHIRA - TUNEL,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,9.97,11.24,35.97,0
20230706,20230702,SALIDA DE RESERVERIO,RIO CHIRA - ALIVIADERO,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0,0,0,0
20230706,20230702,RESERVORIO POECHOS,INCREMENTO VOL,mmc,PRESA,Piura,Sullana ,Lancones,200604,0,0,0,0
20230706,20230702,RESERVORIO POECHOS,VOLUMEN,mmc,PRESA,Piura,Sullana ,Lancones,200604,445.5,0,445.5,0
20230706,20230702,RESERVORIO POECHOS,COTA REPRESA,msnm,PRESA,Piura,Sullana ,Lancones,200604,104.5,0,104.5,0
20230706,20230702,RESERVORIO POECHOS,ENTRADA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,74.25,0,0
20230706,20230702,RIO QUIROZ,PARAJE GRANDE,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,15,19.92,17,0
20230706,20230702,RIO CHIRA,ARDILLA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0,74.25,0,0
20230706,20230702,RIO CHIRA,EL CIRUELO,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,58,59.25,65,0
20230706,20230702,RIO MACARA,PUENTE INTERNACIONAL,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,4.2,4.38,4.5,0
20230706,20230701,PRESA EJIDOS,CANAL PRINCIPAL,m3/s,HIDROMETRICA,Piura,Piura ,Castilla,200104,8.89,8.93,0,0
20230706,20230701,PRESA EJIDOS,PTE. SANCHEZ CERRO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,53,51.96,53,0
20230706,20230701,PRESA EJIDOS,COTE EMBALSE,msnm,PRESA,Piura,Piura ,Castilla,200104,30.6,0,30.6,0
20230706,20230701,RIO PIURA,EL PAPAYO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,0,0,0,0
20230706,20230701,RIO PIURA,TAMBOGRANDE,m3/s,HIDROLOGICA,Piura,Piura ,Tambo Grande,200114,48,48,48,0
20230706,20230701,RIO PIURA,PTE. NACARA,m3/s,HIDROMETRICA,Piura,MorropOn ,Chulucanas,200401,55.3,57.11,58.4,0
20230706,20230701,PRESA SULLANA,CANAL NORTE,m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,6.84,7.05,0,0
20230706,20230701,PRESA SULLANA,RIO CHIRA(SULLANA),m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,30,26.25,30,0
20230706,20230701,PRESA SULLANA,COTA EMBALSE,msnm,PRESA,Piura,Sullana ,Sullana,200601,36.62,0,36.63,0
20230706,20230701,PUNTOS DE CONTROL CD,CURUMUY,m3/s,HIDROMETRICA,Piura,Piura ,Piura,200101,0,30.69,0,0
20230706,20230701,PUNTOS DE CONTROL CD,CHECK(KM 29+900),m3/s,HIDROMETRICA,Piura,Sullana ,Sullana,200601,48.2,47.23,48.2,0
20230706,20230701,SALIDA DE RESERVERIO,TOTAL SALIDA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,76.22,0,0
20230706,20230701,SALIDA DE RESERVERIO,EVAPORACION,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,3.48,0,0
20230706,20230701,SALIDA DE RESERVERIO,C. HUAYPIRA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,0,0.09,0.13,0
20230706,20230701,SALIDA DE RESERVERIO,C. DERIVACION,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,58,58,58,0
20230706,20230701,SALIDA DE RESERVERIO,C. MIGUEL CHECA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,7.65,7.65,7.65,0
20230706,20230701,SALIDA DE RESERVERIO,TOTAL RIO CHIRA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,3,7,28.35,0
20230706,20230701,SALIDA DE RESERVERIO,RIO CHIRA - TUNEL,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,3,7,28.35,0
20230706,20230701,SALIDA DE RESERVERIO,RIO CHIRA - ALIVIADERO,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0,0,0,0
20230706,20230701,RESERVORIO POECHOS,INCREMENTO VOL,mmc,PRESA,Piura,Sullana ,Lancones,200604,0,0,0,0
20230706,20230701,RESERVORIO POECHOS,VOLUMEN,mmc,PRESA,Piura,Sullana ,Lancones,200604,445.5,0,445.5,0
20230706,20230701,RESERVORIO POECHOS,COTA REPRESA,msnm,PRESA,Piura,Sullana ,Lancones,200604,104.5,0,104.5,0
20230706,20230701,RESERVORIO POECHOS,ENTRADA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,76.22,0,0
20230706,20230701,RIO QUIROZ,PARAJE GRANDE,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,17,17.12,20,0
20230706,20230701,RIO CHIRA,ARDILLA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0,76.22,0,0
20230706,20230701,RIO CHIRA,EL CIRUELO,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,50,39.42,50,0
20230706,20230701,RIO MACARA,PUENTE INTERNACIONAL,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,4.5,4.14,4.6,0
20230706,20230630,PRESA EJIDOS,CANAL PRINCIPAL,m3/s,HIDROMETRICA,Piura,Piura ,Castilla,200104,8.94,8.9,0,0
20230706,20230630,PRESA EJIDOS,PTE. SANCHEZ CERRO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,48,49.58,57,0
20230706,20230630,PRESA EJIDOS,COTE EMBALSE,msnm,PRESA,Piura,Piura ,Castilla,200104,30.6,0,30.6,0
20230706,20230630,RIO PIURA,EL PAPAYO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,0,0,0,0
20230706,20230630,RIO PIURA,TAMBOGRANDE,m3/s,HIDROLOGICA,Piura,Piura ,Tambo Grande,200114,48,48.75,49,0
20230706,20230630,RIO PIURA,PTE. NACARA,m3/s,HIDROMETRICA,Piura,MorropOn ,Chulucanas,200401,58.4,59.15,59.9,0
20230706,20230630,PRESA SULLANA,CANAL NORTE,m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,7.67,7.69,0,0
20230706,20230630,PRESA SULLANA,RIO CHIRA(SULLANA),m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,20,26.75,30,0
20230706,20230630,PRESA SULLANA,COTA EMBALSE,msnm,PRESA,Piura,Sullana ,Sullana,200601,36.59,0,36.84,0
20230706,20230630,PUNTOS DE CONTROL CD,CURUMUY,m3/s,HIDROMETRICA,Piura,Piura ,Piura,200101,0,29.99,0,0
20230706,20230630,PUNTOS DE CONTROL CD,CHECK(KM 29+900),m3/s,HIDROMETRICA,Piura,Sullana ,Sullana,200601,48.2,45.58,48.8,0
20230706,20230630,SALIDA DE RESERVERIO,TOTAL SALIDA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,72.43,0,0
20230706,20230630,SALIDA DE RESERVERIO,EVAPORACION,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,3.48,0,0
20230706,20230630,SALIDA DE RESERVERIO,C. HUAYPIRA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,0.13,0.13,0.13,0
20230706,20230630,SALIDA DE RESERVERIO,C. DERIVACION,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,58,56.17,58,0
20230706,20230630,SALIDA DE RESERVERIO,C. MIGUEL CHECA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,7.65,7.65,7.65,0
20230706,20230630,SALIDA DE RESERVERIO,TOTAL RIO CHIRA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0,5,28.35,0
20230706,20230630,SALIDA DE RESERVERIO,RIO CHIRA - TUNEL,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0,5,28.35,0
20230706,20230630,SALIDA DE RESERVERIO,RIO CHIRA - ALIVIADERO,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0,0,0,0
20230706,20230630,RESERVORIO POECHOS,INCREMENTO VOL,mmc,PRESA,Piura,Sullana ,Lancones,200604,0,0,0,0
20230706,20230630,RESERVORIO POECHOS,VOLUMEN,mmc,PRESA,Piura,Sullana ,Lancones,200604,445.5,0,445.5,0
20230706,20230630,RESERVORIO POECHOS,COTA REPRESA,msnm,PRESA,Piura,Sullana ,Lancones,200604,104.5,0,104.5,0
20230706,20230630,RESERVORIO POECHOS,ENTRADA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0,72.43,0,0
20230706,20230630,RIO QUIROZ,PARAJE GRANDE,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,15,15,15,0
20230706,20230630,RIO CHIRA,ARDILLA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0,72.43,0,0
20230706,20230630,RIO CHIRA,EL CIRUELO,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,32,32.67,33,0
